id_recepta,st_koraka,korak
94,1,"With gloved hands over a dish towel, carefully open the oysters and using an oyster knife to cut under the oyster releasing it from the shell."

94,2,Toss the top shell and place the open oysters on 1 or 2 sheet pans depending on the size and refrigerate until needed.

94,3,"In a large skillet over medium heat 1\/2 tablespoon olive oil and shallots and cook until tender, 3 to 4 minutes."

94,4,"Add spinach, season with a pinch of salt and pepper, and mix until the spinach wilts down, about 2 minutes."

94,5,"Add the cream cheese, half &amp; half and Pecorino cheese. Mix well until cream cheese is melted and resembles creamed spinach. Refrigerate until completely cool or freeze 10 minutes."

94,6,Reheat the oven to broil on high with the rack 6 inches from the heating element.

94,7,Place one tablespoon of the spinach mixture on top of each oyster. Top each with 1\/2 teaspoon panko bread crumbs.

94,8,Broil 5 to 7 minutes or until golden brown.\u00a0 Serve right away.

95,0,Preheat the oven to 325 degrees F.

95,1,"Trim, quarter, and slice out the woody core of the fennel bulbs. Slice them into 1\/2-inch thick wedges."

95,2,Slice the onion into 1\/4-inch slices.

95,3,Place a 12-inch cast iron or other oven-safe skillet over medium-low heat and drizzle in the olive oil.

95,4,"Arrange the fennel wedges concentrically in the skillet, and tuck the slices of onion in between the fennel. Sprinkle with 1 teaspoon of salt and a few cracks of pepper."

95,5,"Cook, shaking the pan slightly now and then, for about 5 minutes. Keep the heat low enough that the pan doesn\u2019t smoke."

95,6,"Once the mixture is giving off a nice fragrance, pour in the broth and carefully transfer the skillet to the oven."

95,7,"Meanwhile, in a small bowl, mix the panko, Parmesan, Gruyere, Panko, nutmeg, and the remaining 1\/2 teaspoon salt and a few cracks of pepper."

95,8,"Bake the fennel for 45 minutes, or until the fennel is tender then remove the dish from the oven, raise the temperature to 375 degrees F, sprinkle the Gruyere mixture over the top and return to the oven for 15-20 minutes, or until the top is golden and crispy."

95,9,Allow to cool for 5-10 minutes then garnish with a few chopped fennel fronds.

96,0,"In a medium sized, deep microwave-safe bowl, add oats and water and cook according to package directions, about 7 to 10 minutes. You may need to adjust cook time and\/or add extra water to reach your desired consistency. (I used about 2\/3 cup water for creamy oats)."

96,1,"Meanwhile, spray a medium skillet with oil."

96,2,"Remove the sausage from the casing, add to the skillet and cook over medium heat, breaking up with a wooden spoon, until just cooked through (don\u2019t overcook or it will become rubbery)."

96,3,"Remove sausage from skillet and place in a serving bowl, cover and set aside while you cook the mushrooms."

96,4,"Add 1 teaspoon butter to the skillet. \u00a0When melted, add the mushrooms, a pinch of salt and pepper, to taste. Saut\u00e9 mushrooms for 4 minutes."

96,5,"Add the sausage back to the skillet, stir to combine and cook 30 seconds."

96,6,"Transfer cooked oats to a bowl, add remaining half teaspoon butter, a pinch of salt and 1 tablespoon Parmesan and stir."

96,7,"Top with mushroom and sausage mixture. Cook the egg runny, or to your likie and top the bowl."

96,8,"Add the remaining tablespoon Parmesan cheese and chives, if using."

97,0,Place mushrooms in hot water to soften a few minutes. Remove stems and chop fine.

97,1,"Combine soy sauces, oyster sauce, 1\/2 tsp sesame oil, rice wine, sugar, and pepper in a bowl."

97,2,"Combine ground chicken (I put the chicken in the food processor), softened mushrooms and water chestnuts into a bowl. Pour over chicken; toss. Let marinate for 15 minutes."

97,3,Mix Spicy Hoisin Dipping Sauce ingredients in another bowl. Set aside.

97,4,"Heat remaining sesame oil in a wok or large skillet over medium-high heat. Add garlic; cook until golden, about 10 seconds. Add chicken mixture; stir fry until browned, breaking the chicken up as it cooks, about 4-5 minutes."

97,5,"To serve, spoon 1\/4 cup of the chicken into each lettuce leaf. Garnish with scallions and a spoon a little Spicy Hoisin Dipping Sauce onto each one."

98,0,Preheat oven to 400F. Spray a large sheet pan with oil.

98,1,"In a large bowl, toss the carrots with the olive oil."

98,2,"Add the herbs, garlic, salt and pepper to taste and toss to evenly coat."

98,3,"Spread the carrots in an even layer on the prepared sheet pan and roast in the oven for 35 to 38 minutes, tossing every 10 minutes, until the carrots are browned on the edges and tender."

98,4,Transfer to a serving platter and garnish with fresh parsley.

99,0,"Season the chicken with the juice of 1\/2 of the lemon, then season with remaining spices on both sides."

99,1,"Rub the seasoning well all over the chicken then transfer to the air fryer, skin side down."

99,2,"Air fry 400F 12 minutes on each side, until golden and crispy and cooked through in the center."

100,0,"Over medium-low heat, heat oil in a medium nonstick skillet."

100,1,"Stir in onion and cook until golden, about 2 to 3 minutes."

100,2,"Add zucchini and season with 1\/8 teaspoon salt and black pepper, to taste and cook 3 to 4 more minutes stirring occasionally, until tender."

100,3,"In a medium bowl, whisk egg, egg whites, Parmesan, 1\/4 teaspoon salt and black pepper."

100,4,"Add eggs to the skillet making sure eggs cover all the vegetables. Cover and cook until the eggs set, about 5 minutes."

100,5,"Flip it over onto your plate and serve with hot sauce, or sriracha if desired."

101,0,Preheat the oven to 350 degrees F.

101,1,"In a 3-quart or larger pot, heat the oil over medium. Add the onion and cook, stirring occasionally until soft, about 5 minutes. Add the garlic, chili powder, and oregano and cook, stirring often until fragrant, about 3 minutes."

101,2,"Add the tomatoes and the stock, raise the heat to medium-high, and bring to a boil then lower the heat to medium-low and simmer for 15 minutes."

101,3,"While the soup is simmering, brush each tortilla with the oil, then stack on a cutting board. Cut the tortilla stack in half, then into 1\/2-inch wide strips."

101,4,"Arrange the strips on a sheet pan in a single layer (you may need to use more than one pan, or bake in rounds.) Season the strips with a few pinches of salt and bake until golden and crispy, about 10 minutes."

101,5,Add the chicken or turkey meat to the soup pot and season with salt and pepper. Simmer for another 5 minutes to heat the turkey meat.

101,6,"To serve, top the soup with a handful of tortilla strips and cilantro, plus optional avocado, sour cream and cheese."

102,0,Preheat the oven to 400 degrees F and line a baking sheet with parchment paper.

102,1,"Bake the squash. Spray the cut sides of the squash with olive oil and sprinkle with salt and pepper. Place them cut-side down on the baking sheet and bake for 15 minutes, then flip and bake another 30-40 minutes, until fork tender."

102,2,"Meanwhile, while the squash bakes make the rice. In a small lidded saucepan, combine the rice, cooking liquid and salt and place over high heat. Bring to a boil, turn the heat down to low and simmer for 35-40 minutes, until tender. Drain any excess liquid and set aside.\u00a0"

102,3,"Heat 1 tablespoon olive oil in a medium skillet over medium heat. Crumble the sausage into a skillet and cook until lightly browned, but still pink in some areas."

102,4,"Add the mushrooms, garlic and a pinch of salt, and cook, stirring until the mushrooms are soft, about 2 minutes. Stir in the kale, and cook until completely wilted, about 2 minutes."

102,5,Add the cranberries and 1 tablespoon of the chopped thyme and stir to combine. Season with salt and pepper and remove from heat. Toss with the prepared rice.

102,6,"Once the squash is done, set it aside until cool enough to safely handle."

102,7,"Cupping the sides of the squash with one hand so that it doesn\u2019t tear, spoon out some of the flesh, leaving a 3\/4\u201d border around the sides and bottom."

102,8,Dice the remaining squash in small pieces and mix with the rice and sausage.

102,9,"Divide the sausage mixture between the hollowed out squash halves and fill to the top, mounding in the middle if there is extra. Return to the oven to cook for another 5 minutes."

102,10,Arrange on a platter and serve immediately.

103,0,"Using a food processor, mandoline or with a knife, shred the Brussels sprouts into thin ribbons. You should have about 4 cups total."

103,1,Place in a mixing bowl with the kale.

103,2,"In a jar with a fitted lid, combine the olive oil, vinegar, mustard, maple syrup, garlic, salt and pepper. Shake vigorously until emulsified."

103,3,Pour the dressing over the top of the Brussels sprouts and kale and mix until thoroughly coated.

103,4,Add the Parmesan and the nuts and toss to combine.

103,5,Transfer the mixture to a serving bowl or plate individually.

104,0,"Heat the oven to 400\u00baF. If the turkey breast comes tied, untie it."

104,1,"Pat the meat dry with paper towels. Season the turkey all over with 1\u00bd teaspoons of the salt and the black pepper, then rub all over with the garlic."

104,2,"In a small bowl, stir together the mayonnaise and za\u2019atar."

104,3,Transfer 2 tablespoons of the za\u2019atar mayo to a separate small bowl and brush that all over the turkey.

104,4,Set the remaining za\u2019atar mayo aside. Let the turkey sit at room temperature for 15 minutes while you prepare everything else.

104,5,"In a large bowl, toss together sweet potatoes, 1 tablespoon of the oil, the maple syrup, \u00bc teaspoon of the salt, and the red pepper flakes."

104,6,Place turkey on a rimmed sheet pan and arrange the potatoes in a single layer around it. Roast for 20 minutes.

104,7,"In the same bowl (no need to wash it), toss the brussels sprouts with 2 tablespoons of the oil, the cumin seeds, and the remaining \u00bc teaspoon salt."

104,8,"Give the potatoes a toss after roasting for 20 minutes, and push the wedges to one side of the pan to make room for the brussels sprouts."

104,9,"Add the sprouts and continue to roast until the sprouts and potatoes are golden brown and a thermometer inserted in the thickest part of the turkey registers 145\u00baF, 20 to 30 minutes longer (for a total turkey roasting time of 40 to 50 minutes)."

104,10,"Allow the meat to rest for 10 minutes before slicing. Discard turkey skin (to reduce calories, if desired as the nutritional info reflects no skin) and carve."

104,11,"While the turkey is resting, season reserved za\u2019atar mayo to taste and add a little more oil and salt, if needed. Season to taste with lemon juice. Serve the za\u2019atar mayo alongside the turkey and vegetables."

105,0,Preheat the oven to 400F. Spray a 9-inch round cake pan generously with oil.

105,1,"In a medium mixing bowl, whisk together the cornmeal, flour, baking powder and 1 teaspoon kosher salt."

105,2,"Make a well in the center of your dry ingredients and add milk, eggs, honey and oil."

105,3,Stir just until the mixture comes together and there are only a few lumps remaining.

105,4,Pour the batter into the prepared pan and bake for 22-24 minutes until the top is lightly browned and sides have pulled away from pan; a toothpick inserted into center will come out clean.

105,5,"Once it cools, cube it and set aside. It\u2019s fine to leave it out overnight if making ahead. This makes 9 cups."

105,6,Preheat oven to 300\u00b0F. Spray\u00a0a 9 x 12 inch baking dish with oil.

105,7,"Place cubed cornbread on a large sheet pan. Bake, gently stirring twice, until lightly toasted and firm, about 35 minutes. Cool completely; transfer to a large bowl. Increase oven to 350F."

105,8,"Heat oil in a large nonstick skillet over medium heat. Add sausage and cook, breaking it up until browned."

105,9,"Add onion, celery and parsley; cook, stirring occasionally, until softened, about 12 minutes."

105,10,"Add thyme, sage, salt and pepper; continue to cook for 5 minutes."

105,11,Add onion mixture to bowl with beaten eggs and cornbread. Drizzle broth over stuffing mixture; gently toss until evenly moistened.

105,12,Spoon stuffing into prepared baking dish and bake 350F uncovered for 40 to 45 minutes.

106,0,Preheat the oven to 375 degrees F.\u00a0 Prick potatoes with a fork and place on a sheet pan.

106,1,"Bake until tender, about 1 to 1 hour and 15 minutes. Set aside and let cool enough to handle."

106,2,"Meanwhile spray a 9 x 9 inch pan, 9 inch pie pan, or or 2 quart safe baking dish and set aside."

106,3,Remove all the potatoes from the skin and mash with a fork or potato masher in a large mixing bowl.

106,4,"Add the milk, maple syrup, salt, spices and eggs to the bowl and beat with a wooden spoon until uniform in texture."

106,5,Pour the mixture into the greased baking dish and smooth the top with a spatula.

106,6,"In a medium mixing bowl, combine the nuts, flour, oats, brown sugar, cinnamon and salt."

106,7,Stir in the butter or coconut oil and mix well.

106,8,Sprinkle the mixture evenly across the top of the sweet potato mixture.

106,9,Bake for 30 minutes or until the top is golden brown. Remove from the oven and allow to cool for at least 5 minutes before serving.

107,0,Preheat oven to 400 degrees F.\u00a0 Spray a large sheet pan with oil.

107,1,"In a large bowl, add the squash, onion, oil, salt and pepper, to taste.\u00a0 Toss to evenly coat."

107,2,Spread in an even layer on prepared sheet pan.\u00a0 Roast for 20 minutes.

107,3,"Remove sheet pan from the oven and add the bacon and 2 tablespoons of the Parmesan. With a spatula, toss the veggies and mix in the bacon and Parmesan."

107,4,Put sheet pan back in the oven and cook an additional 20 minutes.

107,5,Sprinkle with remaining Parmesan and garnish with parsley.

108,0,Put the potatoes and garlic in a large pot with salt and enough water to cover. Bring to a boil.

108,1,Cover and reduce heat. Simmer for 20 minutes or until potatoes are tender.

108,2,"Drain and return potatoes and garlic to pan over low heat.\u00a0Add sour cream and remaining ingredients. Using a masher, mash until smooth and if it&#39;s too watery, let it cook a few minutes until the texture is perfect."

108,3,Season with salt and pepper to taste.

109,0,"Beat egg and egg whites with adobo seasoning. If you use all egg whites, you can add a little sazon to the egg for color, optional."

109,1,Spray a small skillet with oil over medium high heat.

109,2,"When hot add the eggs and cook on medium heat until just set, stirring, about 2 to 3 minutes."

109,3,"Top with enchilada sauce, cheese and cover the skillet."

109,4,"Cook low until the cheese melts, 1 to 2 minutes."

109,5,Remove from heat and top with avocado and scallions.

110,0,Preheat the oven to 375\u00b0F. Line a large baking sheet with a silicone liner or parchment paper.

110,1,"Place broth in a large pot and bring the broth to a gentle simmer, covered."

110,2,"Toss the onions and acorn squash with oil and salt and spread out on the prepared baking sheet. Roast for about 40 min, until the vegetables are cooked but not burnt."

110,3,"Meanwhile, place the cashews in a small bowl and top with 3\/4 of the hot broth."

110,4,Allow the mixture to stand 10 minutes to soften the nuts.

110,5,"When the vegetables are done, peel the squash and transfer the vegetables to the pot and add the ginger, turmeric, and cayenne."

110,6,"Bring the mixture to a boil, and then reduce the heat to medium and simmer, partially covered, for about 10 minutes to allow the flavors to infuse."

110,7,Remove the soup from the heat and stir in the cashews.

110,8,"Pour the soup into your blender in batches and puree on high for 1 to 2 minutes, until smooth and creamy. (For conventional blenders, remove the small center lid cap and cover the opening with a kitchen towel so steam can escape while you blend.)"

110,9,"Return the soup to the saucepan, season to taste, and eat warm."

110,10,"To serve, ladle the soup into bowls, top with cilantro and chopped cashews if using."

111,0,"In a medium bowl combine the flour, baking powder and salt and whisk well."

111,1,"Add the yogurt and mix with a fork or spatula until well combined, it will look like small crumbles."

111,2,"Lightly dust flour on a work surface and remove dough from the bowl, knead the dough a few times until smooth, not lumps. The dough will be tacky, but not sticky, about 20 turns (it should not leave dough on your hand when you pull away)."

111,3,Preheat the oven 425F. \u00a0Line a sheet pan with a silicone mat.

111,4,"Divide into 4 equal balls, about 3-3\/8 ounces each."

111,5,"Lightly sprinkle a work surface and rolling pin with flour and roll the dough out into thin rounds, 7 inches in diameter."

111,6,"Spread 1 tablespoon of marinara down the center of the circle in a strip, top with 1\/2 cup of the chicken (2 oz) 1 tablespoon more marinara sauce and 3 tablespoons of cheese."

111,7,Fold the right side of the dough over the top of the chicken then repeat with the left side.

111,8,Brush the top with egg wash and sprinkle with sesame seeds.

111,9,"Bake\u00a0until golden, 20 minutes. Serve hot."

112,0,"Boil a large pot of water, add the green beans to the boiling water and blanch for 2 minutes (or 6-8 minutes if you like them softer). Drain in a colander and rinse under cold water or an ice bath to stop them from cooking."

112,1,"Meanwhile make the topping,\u00a0heat\u00a0a medium-sized skillet over medium heat.\u00a0\u00a0Add\u00a0the shallots and\u00a0saut\u00e9\u00a0about 3-5 minutes, stirring occasionally\u00a0until golden brown."

112,2,"Reduce\u00a0heat to medium-low,\u00a0add\u00a0breadcrumbs, grated cheese and thyme;\u00a0saut\u00e9\u00a0until golden brown, about 5-6 minutes, stirring frequently, careful not to burn."

112,3,Preheat the oven to 375F. Lightly spray a 13 x 9 inch baking dish.

112,4,"Heat oil in a large saut\u00e9 pan over medium-high heat. Add shallots and saut\u00e9 1 to 2 minutes. Add mushrooms, season with salt and pepper and saut\u00e9 6-8 minutes, stirring occasionally."

112,5,"Sprinkle flour over the mushrooms, stir constantly for about a minute, then slowly add chicken stock, then milk."

112,6,"Bring to a low boil, and cook stirring occasionally until thickened, about 3 minutes. Stir in grated cheese."

112,7,"Add blanched green beans and mix well, season with salt and pepper as needed; pour into prepared baking dish."

112,8,Top\u00a0with toasted breadcrumbs and\u00a0bake\u00a0about 30 minutes.

113,0,"In a bowl, combine the cashews with water to cover."

113,1,"Cover and let soak at room temperature for 4 hours. Drain the nuts, rinse well, and drain again."

113,2,"Transfer them to a high-speed blender, add the water, lemon juice, salt, and vinegar, and blend on high speed for about 1 minute, until very smooth and creamy. There should be no visible bits of cashew."

113,3,"If needed, scrape down the sides with a rubber spatula and blend again for 30 seconds."

113,4,Store in an airtight container in the refrigerator for 5 days.

114,0,"In a bowl whisk together the ginger, soy, vinegar, garlic, sugar, sesame oil, cornstarch, and chili paste. Stir to combine. Remove \u2153 cup of the marinade and set aside."

114,1,Add the chicken to the remaining marinade and let sit for at least 15 minutes up to 4 hours.

114,2,"Heat a large, heavy cast-iron or stainless steel skillet with a lid over high heat."

114,3,Pour 1 teaspoon of the vegetable oil into the pan and swirl to coat.

114,4,"Use a slotted spoon to add half the chicken to the skillet, and stir and scrape the bottom with a wooden spoon."

114,5,"Cook chicken for about 2 to 3 minutes on each side, until golden brown. (Cover briefly, as needed, to prevent splatters.) Transfer to a plate and set aside."

114,6,"If your skillet has caked-on starch or burned garlic, return it to the heat and add a cupful of water to help scrape it off. Discard into the sink and wipe the skillet dry with paper towels."

114,7,Heat another 1 teaspoon of oil. Repeat with the remaining chicken.

114,8,"Clean the skillet once more and pour in the remaining teaspoon of oil. Once hot, stir in the onions and saut\u00e9 them until they are lightly charred but still retain some crunch, about 2 minutes."

114,9,Add the chicken back in.

114,10,Pour in the remaining marinade and add 1\/2 cup water.

114,11,"Cook for another minute, then stir in the bok choy until wilted."

114,12,Transfer to a platter and top with the crushed peanuts and basil.

114,13,"Serve over rice, or cauliflower rice, if desired. Makes 8 cups."

115,0,"In a large skillet, heat the oil over medium-high heat."

115,1,"Add the sausage and cook, breaking it up with a wooden spoon and stirring frequently, for 2 to 3 minutes, until browned."

115,2,"Add the onion and garlic and cook, stirring, for 1 to 2 minutes, until the onion begins to soften."

115,3,"Transfer to the slow cooker with the 6 cups broth, apple cider vinegar, adobo seasoning, salt, thyme, pepper, rosemary, and sweet potatoes.  Cover and cook on low for 6 hours or on high for 3 hours."

115,4,Remove and discard the rosemary sprig.

115,5,"Scoop out 1 cup of the broth, onion, and sweet potatoes, being careful to avoid the sausage, and transfer to a blender. Add the 1\/4 cup cream, if using, to the blender, blend on high speed until smooth, and return the puree to the pot. Switch the slow cooker to high heat, add the kale, and simmer, covered, for 10 to 15 minutes, until thickened. Serve immediately."

115,6,"Transfer all the ingredients to the pressure cooker add 5 cups of the broth, apple cider vinegar, adobo seasoning, salt, thyme, pepper, rosemary, and sweet potatoes and cook for 10 minutes. Let the pressure release naturally."

115,7,Remove and discard the rosemary sprig.

115,8,Scoop out 1 cup of the broth onion and sweet potatoes being careful to avoid the sausage and transfer to a blender. Add the cream to the blender blend on high speed until smooth and return the puree to the pot.

115,9,Add the kale turn the machine to saut\u00e9 on high bring the soup to a boil and boil for 1 to 2 minutes until thickened. Serve immediately.

115,10,"Let this simmer in a large pot on the stove 1 1\/2 hours, covered over low heat."

116,0,Preheat oven to 400 degrees F.

116,1,"Line a baking sheet with a silicon baking mat or\u00a0parchment paper. If using parchment paper, spray with oil to avoid sticking."

116,2,"In a medium bowl combine the flour, baking powder and salt and whisk well."

116,3,"Add the yogurt and mix with a fork or spatula until well combined, it will look like small crumbles."

116,4,"Lightly dust flour on a work surface and remove dough from the bowl, knead the dough a few times until dough is smooth and tacky, but not sticky, about 15 turns (it should not leave dough on your hand when you pull away)."

116,5,Divide dough into 16 equal balls.

116,6,Dust your work surface and a rolling pin with more flour.

116,7,Press a ball flat then roll into a\u00a0 4 \u00bd-inch oval.

116,8,Wrap the dough around a hot dog half and place on the prepared baking sheet.\u00a0Repeat with remaining hot dogs and dough.

116,9,Brush each with the egg wash and sprinkle with Everything Bagel seasoning.

116,10,Bake in oven for 25 minutes. Allow to cool for 10 minutes and serve.

117,0,"In a large bowl, toss mushrooms with olive oil, salt and pepper to taste."

117,1,Add butter to a large skillet over medium heat.

117,2,"When butter has melted and starts to foam, add the garlic."

117,3,Saut\u00e9 garlic for 30 seconds then add the mushrooms.\u00a0 Toss to evenly coat.

117,4,"Cook mushrooms for 10-12 minutes, stirring every 2 minutes to allow the edges to evenly caramelize."

117,5,Garnish with parsley and serve.

118,0,"In a large\u00a0pot\u00a0or\u00a0dutch oven\u00a0over\u00a0medium heat, add 1\/2\u00a0tablespoon\u00a0of\u00a0olive oil."

118,1,"Add the scallions,\u00a0carrots\u00a0and\u00a0celery\u00a0and season with\u00a0salt\u00a0and black\u00a0pepper, saut\u00e9 4 to 5 minutes\u00a0until they start to become tender."

118,2,"Add the tomatoes and\u00a0stir, cook 3 to 4 more minutes."

118,3,"Increase heat to high, pour in the broth, water, bouillon,\u00a0chicken thighs,\u00a0turmeric,\u00a0ginger\u00a0and bring to a\u00a0boil, cover and\u00a0simmer\u00a0on low 1 hour until chicken shreds easy and the\u00a0vegetables are tender."

118,4,"Add the zucchini, broccoli and cook 5 minutes."

118,5,Meanwhile cook\u00a0noodles\u00a0according to package directions.

118,6,"Place 1 cup of spinach in each wide shallow\u00a0bowl, then add the\u00a0noodles\u00a0to each. Top with 2 cups soup."

118,7,"Serve with\u00a0lemon, if desired."

119,0,"Add the apples, cinnamon, maple syrup and a pinch of sea salt to small sauce pan over low heat."

119,1,"Mix to combine then cover and cook for about 10 minutes, stirring occasionally, until the apples are tender."

119,2,"Remove the lid, increase the heat to medium and cook an additional 2-3 minutes or until the sauce thickens slightly and coats the apples and excess liquid evaporates."

119,3,Remove from the heat and set aside while you make the oats.

119,4,"In a small bowl, add the milk, chia seeds, vanilla, cinnamon, nutmeg, and maple syrup."

119,5,Add the oats and mix to combine.

119,6,Add 1\/4 of the oat mixture to 2 mason jars (8oz) or airtight containers (with lids).

119,7,Layer each evenly with \u00bc of the apples then top each with an equal amount of the remaining oats and 1 tablespoon walnuts.

119,8,Cover and refrigerate overnight.

119,9,"Oats may be eaten cold, at room temperature or warm."

120,0,Mash the avocado in a small bowl and season with salt and pepper.

120,1,"Heat a small nonstick skillet over low heat, when hot spray with oil and gently crack the egg into the skillet. Cover and cook until the egg sets and the yolk is to your liking."

120,2,"I have several methods to make hard boiled eggs, you can make hard boiled eggs on the stove, air fryer hard boiled eggs, or instant pot hard boiled eggs."

120,3,"Beat the egg in a small bowl with a fork and season with a pinch of salt. Heat a small nonstick skillet over low heat, when hot spray with oil and pour the egg into the skillet. When the edges start to set, gently fold the eggs until the eggs are cooked through, about 2-3 minutes."

120,4,"Bring a small pot of water to a boil. Crack the egg into a small bowl. When the water is boiling stir 1 teaspoon of white vinegar into the water and stir in a circular motion to create a vortex. Lower the heat then carefully add the egg to the middle of the pot and cook for 3-4 minutes, until the yolk is cooked to your liking. Remove the egg with a slotted spoon and place on a paper towel."

120,5,"Place mashed avocado over toast, top with egg, sprinkle with salt and pepper and\/or hot sauce or red pepper flakes, if desired!"

121,0,Overnight Method: Rinse beans and place in a large pot with about 8 cups of water. Soak beans overnight.

121,1,"To reduce the cook time, use this quicker method: Cover the pot and bring to a boil, then remove from heat and let the beans sit, covered for 1 hour."

121,2,"Drain and discard the water, then add 9 cups of fresh cold water."

121,3,"Add 1 bell pepper, 2 cloves garlic, the small onion and bay leaves to the beans. Bring to a boil and reduce heat to low. Simmer, covered for about 1 1\/2 hours, or until the beans are tender, stirring occasionally. (Add water if necessary) Discard the veggies."

121,4,"Meanwhile, in a large skillet, heat oil on medium-low. Add chopped vegetables (onion, parsley, carrots, pepper, garlic) season with 1\/2 teaspoon salt and black pepper, to taste and saut\u00e9 for about 5 to 6 minutes, or until soft."

121,5,"Add the vegetables to the soup after it has simmered an hour, then add wine, vinegar, cumin, oregano, bouillon, and adjust water if needed."

121,6,"Cover and simmer on low about 30 minutes, stirring."

121,7,"Remove bay leaves, then using an immersion blender, partially blend the soup for about 10 seconds to thicken. If you don&#39;t have an immersion blender, put about 3 cups of the soup in a blender, then add it back to the pot."

121,8,"Adjust 1\/4 teaspoon salt, pepper and cumin to taste and ladle about 1 1\/4 cups into each bowl."

121,9,"Top with sour cream if desired, chopped onions, scallions, chives or\/or cilantro and enjoy!"

122,0,Place salmon in a large bowl and spritz the salmon with oil.

122,1,"Combine all the spices, from paprika to black pepper in a small bowl and mix. Rub all over the salmon."

122,2,Spray the basket with oil.

122,3,"Place salmon in the air fryer basket and air fry 400F about 5 to 7 minutes, shaking halfway until the salmon is cooked through in the center and browned all over."

122,4,Serve with lemon wedges and fresh parsley.

123,0,Place tofu on a paper towel or tea towel lined plate.\u00a0 Cover with another towel and place a heavy pan on top to press out excess water from tofu.

123,1,Preheat oven to 400 degrees F.

123,2,Cover a large sheet pan with parchment paper and spray another small sheet pan with olive oil. Set aside.

123,3,"In a medium bowl, add the onions, garlic, olive oil, soy sauce, tomato paste, chili powder, smoked paprika and cumin. Whisk to combine then crumble the tofu with your hands into small pieces into the mixture. Toss gently to combine and evenly coat the tofu with the sauce."

123,4,Spread tofu in an even layer on the parchment lined sheet pan.

123,5,Place potatoes and jalape\u00f1os in an even layer on the small sheet pan.

123,6,"Toss with olive oil, salt and pepper to taste."

123,7,"Transfer both sheet pans to the oven and cook for 35 minutes, tossing halfway through and rotating pans to allow for even browning."

123,8,"Meanwhile, warm the tortillas (over an open flame, in a pan or in the microwave).\u00a0 I prefer heating mine over an open flame, covering as them as I go to keep them warm."

123,9,"Place 2 tortillas each on 4 plates.\u00a0 Layer each tortilla with \u00bd an ounce avocado, then a layer of tofu then the potatoes and peppers."

123,10,Top each taco with 1 tablespoon salsa and any additional (optional) toppings you desire and serve immediately.

124,0,Preheat the oven to 350F.

124,1,"Remove flesh from sweet potato, discard skin and mash in a large bowl."

124,2,"Add turkey, egg, dried onion, 1\/4 cup ketchup, marjoram and 1 teaspoon kosher salt, and mix with the ground turkey using a\u00a0fork until mixed well."

124,3,In a small bowl combine 2 tablespoons of the ketchup with Worcestershire sauce.

124,4,Shape into a loaf and place on a baking sheet. Spoon sauce on top.

124,5,"Bake uncovered for 55 minutes, remove from oven and let it sit for 5 minutes before slicing."

125,0,"Place onions in a medium bowl, season with 1\/4 teaspoon Kosher salt, set aside while you prep the remaining ingredients."

125,1,"Add the hearts of palm and tomato to the onions, add fresh 2 tablespoons fresh lemon juice, drizzle with 2 tablespoons extra virgin olive oil, 1\/4 teaspoon salt and fresh black pepper."

125,2,"Place arugula in a large salad bowl, and arrange the avocado."

125,3,"Pour everything over the salad and serve right away, toss before serving."

126,0,"Preheat oven to 400 degrees F. Place parchment paper or a silpat on a baking sheet. If using parchment paper, spray with oil to avoid sticking."

126,1,"In a medium bowl combine the flour, baking powder and salt and whisk well."

126,2,Add the yogurt and mix with a fork or spatula until well combined (it will be sticky and look like small crumbles).

126,3,"Lightly dust flour on a work surface and remove dough from the bowl, knead the dough a few times until dough is tacky, but not sticky, about 15 turns (it should not leave dough on your hand when you pull away). If it\u2019s too sticky, add a few extra sprinkles of flour."

126,4,Divide in 4 equal balls.

126,5,"Working with 1 ball at a time, lightly dust a rolling pin and a work surface and roll dough into a 5 \u00bd\u201d circle, about \u00bc\u201d thick."

126,6,"Spread 2 teaspoons pizza sauce down the middle of the circle, leaving about 1\/2\u201d border."

126,7,Lay 1 slice of cheese in the middle of the circle then top with 1\/2 sausage link.

126,8,"Carefully bring both sides of the dough up, wrap one side around the sausage then the other."

126,9,Press dough together so it\u2019s sealed around the sausage and place it on the prepared sheet pan seam side-down.

126,10,"Repeat with remaining dough, sauce, cheese and sausage."

126,11,"Brush each with egg wash, top with sesame seeds, if using, and bake for 25-30 minutes."

126,12,Allow to cool for 5 minutes then slice into 6 pieces and serve.

127,0,"In a small measuring cup, combine the soy sauce, onion, sesame oil, ginger, brown sugar, garlic and sesame seeds.\u00a0 Whisk to thoroughly combine."

127,1,Set aside 2 tablespoons then place salmon in a shallow bowl or Tupperware container and add the rest of the marinade.

127,2,"Refrigerate and allow to marinate for at least 2 hours or up to overnight. (If you don&#39;t have time, you can let it marinade 20 minutes)"

